Données de la station météo du campus de la Gaillarde (Montpellier SupAgro - INRA) entre le 2021-1-1 0:00 et le 2022-12-31 23:00.
longitude : 3°51'22'' Est
lattitude : 43°37'4'' Nord
altitude : 40m

jour heure (GMT),Tmoy (°C),RH (%),Vent (m/s),Précipitations (mm),Rg (J/cm²)
2022-01-08 03:00:00,7.16,64.87,0.375,0,-0.509
2022-01-08 04:00:00,5.937,69.96,0,0,-0.478
2022-01-08 05:00:00,7.23,70.5,0.023,0,-0.35
2022-01-08 06:00:00,10.08,57.27,1.284,0,-0.318
2022-01-08 07:00:00,9.93,52.84,2.125,0,-0.478
2022-01-08 08:00:00,10.74,49.58,2.603,0,8.48
2022-01-08 09:00:00,11.41,48.7,2.87,0,32.96
2022-01-08 10:00:00,12.96,49.91,2.727,0,96.8
2022-01-08 11:00:00,13.15,43.59,2.689,0,140.6
2022-01-08 12:00:00,13.4,39.78,2.582,0,146.6
2022-01-08 13:00:00,12.85,41.74,2.698,0,105.3
2022-01-08 14:00:00,14.35,45.95,1.807,0,75.3
2022-01-08 15:00:00,13.07,45.14,2.444,0,83.9
2022-01-08 16:00:00,11.24,52.12,2.642,0,19.19
2022-01-08 17:00:00,10.99,57.63,1.743,0,0.986
2022-01-08 18:00:00,9.1,71,1.154,0,-0.533
2022-01-08 19:00:00,9.04,73.7,0.414,0,0.358
2022-01-08 20:00:00,9.11,71.6,0.54,0,0.477
2022-01-08 21:00:00,9.25,65.93,0.263,0,0.43
2022-01-08 22:00:00,9.58,60.17,1.129,0,-0.199
2022-01-08 23:00:00,9.31,60.1,1.482,0,-0.446
2022-01-09 00:00:00,10.26,62.61,1.094,0,-0.477
2022-01-09 01:00:00,10.8,53.18,3.734,0,-0.533
2022-01-09 02:00:00,11.27,43.2,3.556,0,-0.7
2022-01-09 03:00:00,11.95,33.23,3.398,0,-0.716
2022-01-09 04:00:00,11.07,34.45,3.257,0,-0.923
2022-01-09 05:00:00,9.65,35.75,2.291,0,-1.249
2022-01-09 06:00:00,9.86,32.83,2.18,0,-1.042
2022-01-09 07:00:00,9.31,39.34,2.46,0,-0.955
2022-01-09 08:00:00,8.85,47.15,1.902,0,3.693
2022-01-09 09:00:00,9.39,52.03,1.975,0,31.88
2022-01-09 10:00:00,10.33,49.99,1.505,0,70.1
2022-01-09 11:00:00,9.98,47.47,1.893,0,56.92
2022-01-09 12:00:00,10.52,49.5,1.033,0,54.79
2022-01-09 13:00:00,10.38,50.04,0.392,0,26.79
2022-01-09 14:00:00,10.18,52.89,1.075,0,27.7
2022-01-09 15:00:00,10.66,56.15,1.253,0,16.54
2022-01-09 16:00:00,10.66,54.73,1.483,0,6.643
2022-01-09 17:00:00,9.64,52.9,2.007,0,0.143
2022-01-09 18:00:00,9.71,50.8,2.359,0,-0.477
2022-01-09 19:00:00,9.31,53.79,2.103,0,-0.477
2022-01-09 20:00:00,9.79,56.3,2.758,0,-0.477
2022-01-09 21:00:00,8.36,59.28,2.176,0,-0.477
2022-01-09 22:00:00,8.77,59.76,2.119,0,-0.477
2022-01-09 23:00:00,8.97,60.78,2.181,0,-0.477
2022-01-10 00:00:00,8.77,62.68,1.701,0,-0.477
2022-01-10 01:00:00,8.91,61.32,1.749,0,-0.477
2022-01-10 02:00:00,8.16,58.81,1.671,0,-0.477
2022-01-10 03:00:00,8.5,62.54,0.632,0,-0.477
2022-01-10 04:00:00,7.49,65.6,0,0,-0.756
2022-01-10 05:00:00,7.15,67.51,0.005,0,-0.493
2022-01-10 06:00:00,6.953,66.7,0,0,-0.446
2022-01-10 07:00:00,7.09,67.92,0.024,0,-0.382
2022-01-10 08:00:00,6.955,69.21,0.003,0,2.42
2022-01-10 09:00:00,7.63,65.61,0.003,0,17.06
2022-01-10 10:00:00,7.69,64.85,0.002,0,28.24
2022-01-10 11:00:00,9.86,59.76,0.081,0,57.06
2022-01-10 12:00:00,9.98,55,0.029,0,52.86
2022-01-10 13:00:00,11.13,49.03,0.023,0,65.5
2022-01-10 14:00:00,11.53,42.92,0.076,0,42.59
2022-01-10 15:00:00,11.26,27.53,0.315,0,32.89
2022-01-10 16:00:00,9.17,33.57,0.081,0,12.45
2022-01-10 17:00:00,8.51,31.68,0.045,0,0.605
2022-01-10 18:00:00,7.23,37.66,0.276,0,-1.258
2022-01-10 19:00:00,5.812,41.81,0,0,-1.146
2022-01-10 20:00:00,5.681,37.06,0.001,0,-0.924
2022-01-10 21:00:00,4.332,42.7,0.004,0,-0.892
2022-01-10 22:00:00,5.561,37.41,0.014,0,-0.693
2022-01-10 23:00:00,3.318,42.71,0.062,0,-1.011
2022-01-11 00:00:00,3.524,45.9,0.028,0,-0.94
2022-01-11 01:00:00,1.623,56.43,0,0,-1.091
2022-01-11 02:00:00,0.475,59.76,0,0,-0.94
2022-01-11 03:00:00,0.887,55.69,0.066,0,-0.908
2022-01-11 04:00:00,0.412,58.75,0.061,0,-0.852
2022-01-11 05:00:00,-0.333,63.64,0.002,0,-0.988
2022-01-11 06:00:00,-0.74,66.97,0,0,-0.94
2022-01-11 07:00:00,-1.962,71.3,0,0,-0.932
2022-01-11 08:00:00,0.016,65.15,0.014,0,4.12
2022-01-11 09:00:00,4.49,47.82,0.065,0,36.23
2022-01-11 10:00:00,7.11,38.56,0.143,0,102.7
2022-01-11 11:00:00,8.57,31,0.03,0,144
2022-01-11 12:00:00,10.37,29.76,0.182,0,159.9
2022-01-11 13:00:00,10.97,29.89,0.54,0,155.1
2022-01-11 14:00:00,11.03,31.99,0.616,0,128.1
2022-01-11 15:00:00,10.08,33.95,0.769,0,85.1
2022-01-11 16:00:00,7.93,41.69,0.722,0,31.47
2022-01-11 17:00:00,6.535,45.31,0.235,0,1.026
2022-01-11 18:00:00,5.398,48.04,0.104,0,-1.114
2022-01-11 19:00:00,3.983,50.91,0.02,0,-1.019
2022-01-11 20:00:00,4.731,50.64,0.357,0,-0.844
2022-01-11 21:00:00,4.052,50.77,0.058,0,-1.083
2022-01-11 22:00:00,3.45,54.18,0.02,0,-0.964
2022-01-11 23:00:00,2.913,55.68,0.04,0,-0.836
2022-01-12 00:00:00,2.166,59.41,0.005,0,-0.972
2022-01-12 01:00:00,1.894,61.79,0.002,0,-0.948
2022-01-12 02:00:00,1.288,65.73,0,0,-0.932
2022-01-12 03:00:00,0.818,66.56,0.004,0,-0.852
2022-01-12 04:00:00,-0.876,68.94,0.005,0,-0.956
2022-01-12 05:00:00,-1.012,72.3,0,0,-0.932
2022-01-12 06:00:00,-1.008,71.9,0.006,0,-0.853
2022-01-12 07:00:00,1.028,65.35,0.018,0,-0.542
2022-01-12 08:00:00,1.026,58.75,0.071,0,4.685
2022-01-12 09:00:00,4.478,49.16,0.188,0,37.13
2022-01-12 10:00:00,6.43,41.2,0.824,0,101.5
2022-01-12 11:00:00,7.35,36.43,1.215,0,144.6
2022-01-12 12:00:00,8.69,32.48,0.984,0,160.3
2022-01-12 13:00:00,9.63,31.8,1.075,0,154
2022-01-12 14:00:00,9.42,30.03,1.241,0,128.3
2022-01-12 15:00:00,9.42,30.51,1.133,0,87.8
2022-01-12 16:00:00,7.87,35.67,0.692,0,33.94
2022-01-12 17:00:00,5.316,42.81,0.087,0,1.145
2022-01-12 18:00:00,3.907,50.29,0.06,0,-1.035
2022-01-12 19:00:00,2.966,54.71,0.004,0,-0.963
2022-01-12 20:00:00,2.776,54.79,0.02,0,-0.836
2022-01-12 21:00:00,2.845,49.43,0.079,0,-0.916
2022-01-12 22:00:00,1.623,49.36,0.032,0,-0.964
2022-01-12 23:00:00,0.468,54.86,0.008,0,-0.972
2022-01-13 00:00:00,-0.611,60.71,0,0,-0.956
2022-01-13 01:00:00,-1.42,66.5,0,0,-0.924
2022-01-13 02:00:00,-1.35,67.52,0,0,-0.908
2022-01-13 03:00:00,-2.088,71.3,0,0,-0.893
2022-01-13 04:00:00,-1.203,69.98,0,0,-0.948
2022-01-13 05:00:00,-1.746,68.56,0.003,0,-0.733
2022-01-13 06:00:00,-1.474,62.31,0,0,-0.869
2022-01-13 07:00:00,-1.478,60.94,0,0,-0.885
2022-01-13 08:00:00,-0.594,58.23,0.002,0,4.861
2022-01-13 09:00:00,3.675,48.91,0.085,0,38
2022-01-13 10:00:00,7.04,38.08,0.319,0,100.6
2022-01-13 11:00:00,7.28,33.04,0.613,0,144.7
2022-01-13 12:00:00,9.64,29.9,0.781,0,161
2022-01-13 13:00:00,10.91,29.35,0.587,0,156
2022-01-13 14:00:00,11.1,31.11,0.531,0,130.6
2022-01-13 15:00:00,11.1,32.8,0.653,0,87.7
2022-01-13 16:00:00,8.53,37.69,0.072,0,32.5
2022-01-13 17:00:00,6.189,49.44,0,0,1.145
2022-01-13 18:00:00,3.298,58.91,0,0,-0.883
2022-01-13 19:00:00,2.904,64.63,0,0,-0.948
2022-01-13 20:00:00,1.623,65.39,0,0,-0.892
2022-01-13 21:00:00,1.695,65.67,0,0,-0.773
2022-01-13 22:00:00,1.296,67.38,0,0,-0.852
2022-01-13 23:00:00,1.297,66.63,0.001,0,-0.861
2022-01-14 00:00:00,0.414,68.33,0.004,0,-0.94
2022-01-14 01:00:00,-1.284,71.5,0,0,-0.869
2022-01-14 02:00:00,-0.672,70,0.001,0,-0.645
2022-01-14 03:00:00,-0.197,70.4,0.018,0,-0.837
2022-01-14 04:00:00,-0.944,71.9,0,0,-0.861
2022-01-14 05:00:00,-2.166,72.4,0,0,-0.733
2022-01-14 06:00:00,-2.699,74.2,0,0,-0.717
2022-01-14 07:00:00,-1.203,71.8,0,0,-0.574
2022-01-14 08:00:00,-0.593,70.1,0,0,5.3
2022-01-14 09:00:00,2.861,58.28,0.001,0,39.97
2022-01-14 10:00:00,6.574,44.74,0.01,0,99.9
2022-01-14 11:00:00,9.18,37.85,0.019,0,143.6
2022-01-14 12:00:00,11.52,30.91,0.096,0,159
2022-01-14 13:00:00,12.93,25.82,0.184,0,154.2
2022-01-14 14:00:00,14.2,23.04,0.075,0,128.3
2022-01-14 15:00:00,11.96,33.2,0.528,0,85.6
2022-01-14 16:00:00,9.81,42.56,0.373,0,33.56
2022-01-14 17:00:00,6.185,57.24,0,0,1.113
2022-01-14 18:00:00,4.72,59.51,0.001,0,-0.867
2022-01-14 19:00:00,3.509,66.11,0,0,-0.892
2022-01-14 20:00:00,2.844,70.5,0,0,-0.677
2022-01-14 21:00:00,1.623,74.1,0,0,-0.693
2022-01-14 22:00:00,0.878,74.3,0,0,-0.534
2022-01-14 23:00:00,0.411,75,0,0,-0.558
2022-01-15 00:00:00,-0.061,76.5,0,0,-0.478
2022-01-15 01:00:00,-0.129,76.3,0,0,-0.518
2022-01-15 02:00:00,-0.605,77.4,0,0,-0.558
2022-01-15 03:00:00,-0.944,78.2,0,0,-0.486
2022-01-15 04:00:00,-1.623,76.4,0,0,-0.518
2022-01-15 05:00:00,-1.282,75.6,0,0,-0.478
2022-01-15 06:00:00,-1.619,75.7,0,0,-0.478
2022-01-15 07:00:00,-1.41,76.8,0,0,-0.47
2022-01-15 08:00:00,-0.865,76,0,0,5.794
2022-01-15 09:00:00,3.403,62.56,0.003,0,41.52
2022-01-15 10:00:00,7.59,49.97,0.001,0,97.6
2022-01-15 11:00:00,9.66,41.52,0.092,0,142.7
2022-01-15 12:00:00,10.51,43.66,0.195,0,157.5
2022-01-15 13:00:00,11.03,40.33,0.372,0,152.5
2022-01-15 14:00:00,11.23,40.05,0.762,0,128.2
2022-01-15 15:00:00,10.56,43.65,0.951,0,87.8
2022-01-15 16:00:00,8.33,53.48,0.637,0,34.4
2022-01-15 17:00:00,6.053,69.93,0,0,1.654
2022-01-15 18:00:00,4.178,74.5,0,0,-1.17
2022-01-15 19:00:00,2.561,77.6,0,0,-0.979
2022-01-15 20:00:00,2.505,82,0,0,-0.605
2022-01-15 21:00:00,1.759,82,0,0,-0.725
2022-01-15 22:00:00,1.151,83.7,0,0,-0.558
2022-01-15 23:00:00,0.611,84.8,0,0,-0.677
2022-01-16 00:00:00,0.413,85.3,0.005,0,-0.661
2022-01-16 01:00:00,0.21,84.4,0,0,-0.518
2022-01-16 02:00:00,-0.401,83.8,0,0,-0.478
2022-01-16 03:00:00,-1.08,85.2,0,0,-0.582
2022-01-16 04:00:00,-2.031,83.5,0,0,-0.582
2022-01-16 05:00:00,-1.352,84.5,0,0,-0.518
2022-01-16 06:00:00,-1.484,83.5,0,0,-0.701
2022-01-16 07:00:00,-2.158,82.1,0,0,-0.661
2022-01-16 08:00:00,-0.934,81.9,0.002,0,7.47
2022-01-16 09:00:00,3.336,66.36,0.099,0,51.36
2022-01-16 10:00:00,7.46,44.61,0.358,0,100.5
2022-01-16 11:00:00,11.49,31.27,0.876,0,149.6
2022-01-16 12:00:00,13.55,24.07,0.752,0,165.8
2022-01-16 13:00:00,15.02,21,1.202,0,162.5
2022-01-16 14:00:00,15.96,17.68,1.034,0,137.9
2022-01-16 15:00:00,15.75,22.08,0.824,0,94.2
2022-01-16 16:00:00,13.86,26.36,0.546,0,38.02
2022-01-16 17:00:00,9.09,37.63,0,0,1.399
2022-01-16 18:00:00,8.91,34.73,0.188,0,-0.748
2022-01-16 19:00:00,6.412,42.88,0,0,-0.844
2022-01-16 20:00:00,4.322,51.45,0,0,-0.916
2022-01-16 21:00:00,3.515,53.16,0,0,-0.701
2022-01-16 22:00:00,1.147,56.9,0,0,-0.852
2022-01-16 23:00:00,1.218,55,0,0,-0.382
2022-01-17 00:00:00,4.345,38.16,0.131,0,-0.247
2022-01-17 01:00:00,5.561,33.95,0.467,0,-0.589
2022-01-17 02:00:00,4.605,39.51,0.434,0,-0.796
2022-01-17 03:00:00,3.924,45.69,0,0,-0.669
2022-01-17 04:00:00,4.678,45.22,0.316,0,-0.534
2022-01-17 05:00:00,5.214,45.21,0.936,0,-0.741
2022-01-17 06:00:00,4.935,49.62,0.23,0,-0.741
2022-01-17 07:00:00,5.342,51.52,0.502,0,-0.581
2022-01-17 08:00:00,5.817,52.06,0.512,0,6.116
2022-01-17 09:00:00,9.34,43.23,0.519,0,45.06
2022-01-17 10:00:00,13.59,31.75,0.574,0,99
2022-01-17 11:00:00,14.37,31.46,1.28,0,148.3
2022-01-17 12:00:00,15.36,27.11,0.989,0,164.5
2022-01-17 13:00:00,16.02,26.76,0.782,0,159.5
2022-01-17 14:00:00,16.69,27.57,0.748,0,134.5
2022-01-17 15:00:00,16.08,27.84,0.455,0,92
2022-01-17 16:00:00,14.06,32.72,0.366,0,37.64
2022-01-17 17:00:00,11.59,39.05,0.062,0,1.78
2022-01-17 18:00:00,9.17,48.49,0,0,-0.931
2022-01-17 19:00:00,7.77,51.29,0,0,-0.676
2022-01-17 20:00:00,6.688,56.93,0.001,0,-0.677
2022-01-17 21:00:00,5.881,58.17,0.025,0,-0.852
2022-01-17 22:00:00,4.052,66.59,0.001,0,-0.868
2022-01-17 23:00:00,2.502,69.8,0,0,-0.78
2022-01-18 00:00:00,1.894,73.3,0.001,0,-0.55
2022-01-18 01:00:00,1.623,74.8,0,0,-0.526
2022-01-18 02:00:00,1.491,74.2,0,0,-0.542
2022-01-18 03:00:00,2.919,69.68,0.12,0,-0.446
2022-01-18 04:00:00,2.37,69.05,0.018,0,-0.789
2022-01-18 05:00:00,1.487,70.8,0,0,-0.9
2022-01-18 06:00:00,1.084,72.2,0.007,0,-0.661
2022-01-18 07:00:00,0.071,75,0,0,-0.526
2022-01-18 08:00:00,2.248,76.3,0.006,0,6.661
2022-01-18 09:00:00,5.834,53.85,0.205,0,46.39
2022-01-18 10:00:00,8.79,46.56,0.646,0,97.2
2022-01-18 11:00:00,9.72,41.64,1.223,0,146.7
2022-01-18 12:00:00,11.66,38.31,0.964,0,162.9
2022-01-18 13:00:00,12.73,34.97,0.563,0,158.1
2022-01-18 14:00:00,12.92,34.62,0.543,0,133.5
2022-01-18 15:00:00,12.51,32.38,0.202,0,91.1
2022-01-18 16:00:00,11.5,42.49,0.245,0,37.07
2022-01-18 17:00:00,8.62,55.67,0.01,0,2.027
2022-01-18 18:00:00,6.405,66.08,0,0,-0.796
2022-01-18 19:00:00,4.587,67.46,0,0,-0.565
2022-01-18 20:00:00,3.577,70.5,0,0,-0.541
2022-01-18 21:00:00,3.714,72.3,0,0,-0.494
2022-01-18 22:00:00,2.772,70.7,0,0,-0.446
2022-01-18 23:00:00,1.962,77.2,0,0,-0.51
2022-01-19 00:00:00,2.302,74.9,0,0,0.064
2022-01-19 01:00:00,2.641,73.4,0,0,-0.215
2022-01-19 02:00:00,3.178,70.5,0,0,0.199
2022-01-19 03:00:00,3.985,67.2,0.01,0,0.048
2022-01-19 04:00:00,4.729,64.89,0.009,0,0.032
2022-01-19 05:00:00,5.742,64.68,0.033,0,0.096
2022-01-19 06:00:00,5.874,66.57,0.024,0,0.056
2022-01-19 07:00:00,5.734,68.13,0.001,0,0.056
2022-01-19 08:00:00,6.141,65.07,0.065,0,2.794
2022-01-19 09:00:00,6.548,63.78,0.022,0,13.08
2022-01-19 10:00:00,7.22,59.91,0.339,0,35.3
2022-01-19 11:00:00,8.98,54.81,0.806,0,51
2022-01-19 12:00:00,10.39,48.76,0.418,0,71.8
2022-01-19 13:00:00,10.99,40.21,1.355,0,95.2
2022-01-19 14:00:00,12.47,35.79,1.21,0,97.9
2022-01-19 15:00:00,12.39,31.18,1.039,0,91.8
2022-01-19 16:00:00,11.58,38.9,0.964,0,42.75
2022-01-19 17:00:00,8.55,50.99,2.073,0,2.147
2022-01-19 18:00:00,7.75,58.2,2.706,0,-1.138
2022-01-19 19:00:00,7.63,59.57,1.958,0,-0.931
2022-01-19 20:00:00,6.412,60.66,2.076,0,-0.915
2022-01-19 21:00:00,6.005,68.87,0.717,0,-0.788
2022-01-19 22:00:00,6.414,60.12,1.528,0,-0.279
2022-01-19 23:00:00,7.29,55.3,1.522,0,-0.701
2022-01-20 00:00:00,7.29,51.57,0.683,0,-0.517
2022-01-20 01:00:00,6.684,52.52,0.158,0,-0.462
2022-01-20 02:00:00,6.48,54.83,0.069,0,-0.414
2022-01-20 03:00:00,5.537,57.14,0.127,0,-0.796
2022-01-20 04:00:00,4.527,61.29,0.352,0,-0.908
2022-01-20 05:00:00,3.984,61.97,0.168,0,-0.828
2022-01-20 06:00:00,3.649,63.34,0.478,0,-0.908
2022-01-20 07:00:00,3.381,64.22,0.516,0,-0.836
2022-01-20 08:00:00,4.266,61.17,0.333,0,6.539
2022-01-20 09:00:00,7.38,52.27,0.237,0,49.78
2022-01-20 10:00:00,9.94,44.85,1.711,0,98.3
2022-01-20 11:00:00,12.82,33.36,1.571,0,151.4
2022-01-20 12:00:00,13.54,31.72,1.824,0,168.6
2022-01-20 13:00:00,13.13,28.26,2.133,0,165.4
2022-01-20 14:00:00,14.01,28.32,1.652,0,131.6
2022-01-20 15:00:00,13.59,28.93,1.014,0,119.6
2022-01-20 16:00:00,11.5,33.68,1.02,0,38.52
2022-01-20 17:00:00,9.23,39.8,0.329,0,2.067
2022-01-20 18:00:00,7.62,45.38,0.035,0,-1.074
2022-01-20 19:00:00,7.7,42.68,0.411,0,-0.931
2022-01-20 20:00:00,6.349,47.44,0,0,-0.947
2022-01-20 21:00:00,6.97,42.69,0.299,0,-0.756
2022-01-20 22:00:00,4.188,49.48,0.088,0,-1.107
2022-01-20 23:00:00,4.527,49.35,0.086,0,-0.804
2022-01-21 00:00:00,2.972,55.8,0,0,-0.972
2022-01-21 01:00:00,2.641,53.3,0.01,0,-0.621
2022-01-21 02:00:00,2.913,52.42,0,0,-0.876
2022-01-21 03:00:00,0.675,58.26,0,0,-0.884
2022-01-21 04:00:00,2.852,52.16,0.023,0,-0.558
2022-01-21 05:00:00,2.237,50.25,0.066,0,-0.9
2022-01-21 06:00:00,3.117,46.99,0.273,0,-0.924
2022-01-21 07:00:00,2.777,49.77,0.185,0,-0.789
2022-01-21 08:00:00,3.185,49.23,0.189,0,7.01
2022-01-21 09:00:00,5.629,39.59,0.458,0,53.28
2022-01-21 10:00:00,8.25,31.9,0.883,0,98.8
2022-01-21 11:00:00,9.78,27.47,0.757,0,153.3
2022-01-21 12:00:00,10.24,26.24,0.979,0,170.9
2022-01-21 13:00:00,11.04,26.23,0.915,0,166.9
2022-01-21 14:00:00,10.9,23.72,1.076,0,143
2022-01-21 15:00:00,10.08,24.74,1.187,0,100.9
2022-01-21 16:00:00,9.08,25.56,1.036,0,46.18
2022-01-21 17:00:00,7.27,29.37,0.538,0,2.704
2022-01-21 18:00:00,5.461,33.65,0.071,0,-1.154
2022-01-21 19:00:00,4.323,35.84,0.012,0,-0.9
2022-01-21 20:00:00,5.547,34.08,0.157,0,-0.772
2022-01-21 21:00:00,5.071,34.41,0.121,0,-0.94
2022-01-21 22:00:00,3.109,43.86,0.006,0,-1.099
2022-01-21 23:00:00,1.487,47.39,0.023,0,-0.972
2022-01-22 00:00:00,0.536,53.37,0.009,0,-0.956
2022-01-22 01:00:00,0.747,53.65,0.012,0,-0.94
2022-01-22 02:00:00,0.073,53.86,0.075,0,-0.789
2022-01-22 03:00:00,-0.129,54.61,0.008,0,-0.765
2022-01-22 04:00:00,-1.148,59.57,0,0,-0.821
2022-01-22 05:00:00,-1.284,61.74,0.001,0,-0.733
2022-01-22 06:00:00,-1.216,63.51,0,0,-0.773
2022-01-22 07:00:00,-1.688,64.94,0,0,-0.51
2022-01-22 08:00:00,-0.939,63.04,0,0,7.2
2022-01-22 09:00:00,4.624,46.93,0,0,55.36
2022-01-22 10:00:00,6.975,37.13,0.246,0,97.5
2022-01-22 11:00:00,9.25,33.03,0.461,0,152.8
2022-01-22 12:00:00,10.92,31.39,0.441,0,168.7
2022-01-22 13:00:00,11.64,30.36,0.648,0,164.7
2022-01-22 14:00:00,12.25,30.36,0.661,0,140.4
2022-01-22 15:00:00,11.84,31.64,0.658,0,98.9
2022-01-22 16:00:00,10.56,37.21,0.382,0,45.42
2022-01-22 17:00:00,8.21,43.73,0.131,0,2.56
2022-01-22 18:00:00,6.879,47.35,0.066,0,-0.748
2022-01-22 19:00:00,6.616,47.02,0.274,0,-0.732
2022-01-22 20:00:00,5.402,49.54,0.753,0,-0.82
2022-01-22 21:00:00,5.266,50.97,0.845,0,-0.9
2022-01-22 22:00:00,5.538,53.95,0.874,0,-0.868
2022-01-22 23:00:00,5.407,53.14,0.936,0,-0.804
2022-01-23 00:00:00,5.477,53.35,0.85,0,-0.796
2022-01-23 01:00:00,4.459,54.1,0.761,0,-0.828
2022-01-23 02:00:00,5.206,53.69,0.97,0,-0.852
2022-01-23 03:00:00,4.935,55.59,0.576,0,-0.892
2022-01-23 04:00:00,4.052,57.08,0.141,0,-0.908
2022-01-23 05:00:00,3.718,59.67,0.041,0,-0.812
2022-01-23 06:00:00,3.251,60.97,0.029,0,-0.788
2022-01-23 07:00:00,2.845,65.46,0.01,0,-0.589
2022-01-23 08:00:00,3.049,63.83,0,0,7.15
2022-01-23 09:00:00,6.987,52.76,0.022,0,58.51
2022-01-23 10:00:00,8.86,44.65,0.499,0,98
2022-01-23 11:00:00,10.05,42.12,0.756,0,154.2
2022-01-23 12:00:00,11.52,40.07,0.744,0,171.1
2022-01-23 13:00:00,12.8,38.02,0.683,0,166.9
2022-01-23 14:00:00,12.17,33.54,0.803,0,142.9
2022-01-23 15:00:00,12.04,34.29,0.968,0,101.4
2022-01-23 16:00:00,11.37,39.78,0.589,0,47.06
2022-01-23 17:00:00,8.82,48.89,0.093,0,2.95
2022-01-23 18:00:00,6.739,52.71,0.04,0,-0.955
2022-01-23 19:00:00,5.736,59.85,0.022,0,-0.883
2022-01-23 20:00:00,4.593,62.72,0.001,0,-0.876
2022-01-23 21:00:00,4.392,65.5,0.018,0,-0.78
2022-01-23 22:00:00,3.72,65.72,0.011,0,-0.772
2022-01-23 23:00:00,3.589,66.33,0.008,0,-0.82
2022-01-24 00:00:00,3.319,67.42,0.011,0,-0.462
2022-01-24 01:00:00,3.649,66.39,0.03,0,-0.048
2022-01-24 02:00:00,2.423,66.52,0.039,0,-0.828
2022-01-24 03:00:00,3.248,68.57,0.019,0,-0.319
2022-01-24 04:00:00,2.974,67.28,0.015,0,-0.621
2022-01-24 05:00:00,3.109,67.21,0,0,-0.159
2022-01-24 06:00:00,2.837,68.84,0,0,-0.35
2022-01-24 07:00:00,3.037,68.56,0.001,0,-0.111
2022-01-24 08:00:00,3.645,65.98,0,0,5.36
2022-01-24 09:00:00,4.526,64.41,0,0,23.08
2022-01-24 10:00:00,6.142,61.07,0,0,43.04
2022-01-24 11:00:00,8.03,55.02,0.029,0,72.2
2022-01-24 12:00:00,9.31,53.92,0.123,0,83
2022-01-24 13:00:00,10.92,47.33,0.297,0,142.6
2022-01-24 14:00:00,11.37,47.31,0.418,0,140.8
2022-01-24 15:00:00,11.77,44.79,0.481,0,98.5
2022-01-24 16:00:00,10.15,52.73,0.387,0,46.77
2022-01-24 17:00:00,7.74,61.3,0.043,0,3.363
2022-01-24 18:00:00,5.863,69.74,0,0,-0.931
2022-01-24 19:00:00,4.722,76.1,0,0,-0.621
2022-01-24 20:00:00,3.781,78.7,0,0,-0.677
2022-01-24 21:00:00,3.041,80.2,0,0,-0.693
2022-01-24 22:00:00,2.709,84,0,0,-0.796
2022-01-24 23:00:00,2.098,83.6,0,0,-0.494
2022-01-25 00:00:00,1.759,83.8,0,0,-0.605
2022-01-25 01:00:00,1.351,83.8,0,0,-0.478
2022-01-25 02:00:00,1.017,84.3,0,0,-0.478
2022-01-25 03:00:00,0.883,84.8,0,0,-0.478
2022-01-25 04:00:00,0.272,87.5,0,0,-0.717
2022-01-25 05:00:00,-0.676,86.3,0,0,-0.478
2022-01-25 06:00:00,0.278,85.3,0,0,-0.486
2022-01-25 07:00:00,0.075,86.9,0,0,-0.462
2022-01-25 08:00:00,0.885,87.2,0,0,9.55
2022-01-25 09:00:00,3.253,82.3,0.028,0,51.09
2022-01-25 10:00:00,7.44,66.65,0.058,0,94.3
2022-01-25 11:00:00,9.59,51.56,0.052,0,150.2
2022-01-25 12:00:00,11.93,51.73,0.184,0,168.1
2022-01-25 13:00:00,13.06,49.61,0.766,0,164.5
2022-01-25 14:00:00,11.76,48.31,1.362,0,143.4
2022-01-25 15:00:00,11.09,53.6,1.471,0,98.4
2022-01-25 16:00:00,10.49,59.5,0.752,0,47.06
2022-01-25 17:00:00,8.21,67.94,0.053,0,4.103
2022-01-25 18:00:00,7.08,72.1,0.001,0,-0.732
2022-01-25 19:00:00,5.535,77.5,0,0,-0.852
2022-01-25 20:00:00,4.39,79.9,0,0,-0.709
2022-01-25 21:00:00,3.441,81.5,0,0,-0.844
2022-01-25 22:00:00,2.975,83.4,0,0,-0.645
2022-01-25 23:00:00,2.641,84.5,0,0,-0.534
2022-01-26 00:00:00,1.826,84.3,0,0,-0.486
2022-01-26 01:00:00,1.487,84.9,0,0,-0.478
2022-01-26 02:00:00,1.215,84.5,0,0,-0.478
2022-01-26 03:00:00,1.086,88.4,0,0,-0.478
2022-01-26 04:00:00,1.085,85,0,0,-0.534
2022-01-26 05:00:00,0.475,84.9,0.001,0,-0.558
2022-01-26 06:00:00,0.206,85.8,0,0,-0.964
2022-01-26 07:00:00,0.346,85.6,0,0,-0.494
2022-01-26 08:00:00,0.89,85.4,0.001,0,9.86
2022-01-26 09:00:00,3.865,81.8,0,0,55.25
2022-01-26 10:00:00,8.59,61.96,0.02,0,98.7
2022-01-26 11:00:00,11.68,43.75,0.027,0,158.4
2022-01-26 12:00:00,13.34,35.18,0.114,0,175.6
2022-01-26 13:00:00,14.81,39.97,0.65,0,171.6
2022-01-26 14:00:00,14.94,39.56,0.645,0,146.9
2022-01-26 15:00:00,14.67,45.25,1.127,0,103.7
2022-01-26 16:00:00,12.98,45.12,0.306,0,49.84
